id,Price
0,5573268.296726224
1,13358592.401167052
2,9776973.342938192
3,9609782.692719212
4,6308471.357259725
5,5479826.23408187
6,7009097.280390893
7,5351555.511076738
8,6308933.382754404
9,12337684.681641905
10,6322567.967540678
11,7864916.350738299
12,15502980.194557607
13,4682475.971078993
14,3268749.413068389
15,7415362.767049827
16,8145420.784600594
17,9560422.114757303
18,12534249.032281293
19,3615793.479350579
20,11129073.356752614
21,13918879.01986866
22,10318101.470743053
23,11204111.664080735
24,5323419.38263587
25,7344428.0186709715
26,9609782.692719212
27,8771962.380693113
28,8495152.443406967
29,13712279.511063486
30,9356955.276904125
31,7344428.0186709715
32,9021220.040675418
33,12593066.248297129
34,7885731.5582318045
35,12167384.723457688
36,6407183.408564927
37,8091585.685012385
38,6009599.92585725
39,15056783.735387122
40,9985630.16111547
41,12940034.20462791
42,4481855.51096791
43,11362001.23095681
44,10608071.327680295
45,10289717.59915298
46,7880625.336082573
47,11401936.687945174
48,7473226.225787188
49,8428596.554531852
50,11264257.744244644
51,8024578.339657365
52,7418779.509854726
53,3375619.5552922115
54,11333409.72916572
55,9331092.142402938
56,10545113.879777746
57,13491482.137398625
58,5987332.163614924
59,12927604.18026486
60,8474071.799356809
61,9356955.276904125
62,7397553.253518893
63,2110043.1801583897
64,13232519.856301432
65,7415362.767049827
66,6913592.117216815
67,11045708.69734839
68,12604043.526317468
69,19795009.99317491
70,22864025.36999946
71,2877604.578430178
72,16680895.662292471
73,7307300.41042273
74,5806750.291111481
75,6009599.92585725
76,20121534.452408742
77,3995998.646541471
78,6444650.443001056
79,5692647.312641422
80,8496819.821237762
81,19106629.597970072
82,8919977.947001588
83,19392050.467720155
84,4380175.603881605
85,9447206.738973416
86,18514392.18884961
87,12658814.630948726
88,27697124.27270011
89,8376300.446710552
90,14413497.394039286
91,10653411.979569066
92,4184812.783505018
93,5708587.827329679
94,12616479.985930637
95,8929577.132798953
96,13230495.71281842
97,8054234.828339423
98,5426915.297791933
99,19795009.99317491
100,5633705.420102004
101,5708587.827329679
102,16986710.82774556
103,21838448.489091177
104,3379429.2104931907
105,16224259.811180314
106,7290248.65959062
107,6913592.117216815
108,16315250.718203887
109,9767175.80366951
110,3130799.964180381
111,5520605.347763509
112,2524830.172966867
113,3870203.09015534
114,12941220.299571646
115,9361625.145272989
116,7222280.138746525
117,7913463.361861504
118,5718892.501672125
119,10854646.839266172
120,3538545.871114314
121,19074523.02631197
122,9114078.368951714
123,8557853.52234267
124,2732123.4345160257
125,14044001.839648016
126,12862125.626393922
127,11220229.529283864
128,11152967.578438476
129,5834951.736623188
130,3022854.494302181
131,11441758.9988255
132,11245343.129923658
133,6058214.600622008
134,4062624.569789524
135,15366939.680788027
136,3379429.2104931907
137,13099852.633196965
138,19265717.25380202
139,12757595.71432786
140,17275547.86757213
141,14451694.12063953
142,2388946.248615308
143,11592175.901660556
144,12604043.526317468
145,5752509.852617613
146,5086279.267540935
147,9997513.141913272
148,3379429.2104931907
149,12940941.798179666
150,11991274.419766594
151,15071317.7346288
152,6806755.556699499
153,12798203.683350945
154,2581407.1169288275
155,10389029.296990084
156,4719120.503338632
157,19304499.775038514
158,15952534.944956578
159,5961957.335824568
160,19795009.99317491
161,10647676.057702042
162,17768296.556820713
163,10064663.486418102
164,9841965.507688336
165,15257251.304361444
166,9659196.236984087
167,18453946.16756615
168,12617447.221285146
169,8054933.898315411
170,7794547.222551268
171,15447525.344064483
172,3971480.754981357
173,2693310.4234464657
174,7781842.800814968
175,8876839.629651248
176,9586998.930409295
177,5442541.584414154
178,13968155.906906554
179,15666802.370363684
180,9512957.69446046
181,10866621.272106186
182,11569674.717125038
183,15318716.362565016
184,8876839.629651248
185,4185763.9854322793
186,5633705.420102004
187,10144743.040238474
188,8213833.56951603
189,4064139.4942400334
190,2374625.80519737
191,8050156.238785
192,10317607.677034322
193,13295765.456721175
194,2849062.0686867763
195,5633705.420102004
196,6226387.33760377
197,7902303.055910797
198,8088059.133936004
199,18097339.576406814
200,13622811.350211749
201,4149900.518792424
202,15415443.51861366
203,8098022.89441398
204,10315572.249397008
205,3009762.360164585
206,5944007.194806163
207,9805418.629662655
208,14638408.876613414
209,5106611.030180142
210,12625037.096908689
211,19688911.57727272
212,7132408.768614306
213,3673132.131385176
214,5574841.891328803
215,10541166.322304018
216,7941704.765389152
217,9047493.565869046
218,3971480.754981357
219,21053012.7009998
220,2976479.0430726064
221,18762977.93715203
222,4217901.87359157
223,7388728.182772243
224,14043505.88060651
225,16876540.859685484
226,11685530.261062363
227,7757378.611482103
228,7150698.434118133
229,2524830.172966867
230,9473872.497227192
231,15501006.121577376
232,11699889.03916718
233,15072123.880151588
234,18762977.93715203
235,7444094.54174832
236,18699458.85691691
237,2433996.2730672527
238,6039333.475933341
239,6377659.823211669
240,10030328.121925749
241,14788607.264529249
242,8615170.131797526
243,12196660.828582907
244,5424214.023579302
245,12940941.798179666
246,6245785.928788255
247,3922713.716682126
248,12658814.630948726
249,5116371.5041077165
250,11498824.15821925
251,10395638.93293146
252,15547858.26875304
253,26007696.741385628
254,5537005.622044204
255,18067700.29656047
256,12780870.641447082
257,4038838.80269258
258,12167384.723457688
259,5358593.518816694
260,10698728.014167609
261,14636287.79143493
262,6308471.357259725
263,11376746.071362142
264,4053700.315052805
265,14043276.31973277
266,7067563.646601683
267,11129073.356752614
268,6870376.162594528
269,16007682.950366989
270,7415362.767049827
271,13680638.25953743
272,3236155.891372287
273,2693310.4234464657
274,4313077.500878612
275,8597349.268885508
276,2524830.172966867
277,2929157.581571951
278,15839535.714328935
279,3976983.76971309
280,11091015.85444353
281,10064663.486418102
282,6939556.419296869
283,13583402.9110525
284,4717617.167804032
285,2926482.0188273164
286,2611156.090376655
287,7914632.914020429
288,4342718.946208962
289,6265851.114362526
290,2509453.4740994773
291,5618083.044301945
292,7504319.207238741
293,16710019.353806475
294,2589222.675776449
295,6699046.493848968
296,2849062.0686867763
297,13583402.9110525
298,4717617.167804032
299,2926482.0188273164
300,2611156.090376655
301,7914632.914020429
302,4342718.946208962
303,6265851.114362526
304,2509453.4740994773
305,5618083.044301945
306,7504319.207238741
307,16710019.353806475
308,2589222.675776449
309,6699046.493848968
310,2849062.0686867763
311,13583402.9110525
312,4717617.167804032
313,2926482.0188273164
314,2611156.090376655
315,7914632.914020429
316,4342718.946208962
317,6265851.114362526
318,2509453.4740994773
319,5618083.044301945
320,7504319.207238741
321,16710019.353806475
322,2589222.675776449
323,6699046.493848968
324,2849062.0686867763
